cut_column,cut_value,n,n_pos,n_neg,auc,f1_at_0.5,log_loss,p_greenlight,p_pass,p_refer,total_cost,cost_per_film_M
budget_tier,10M_50M,134,82,52,0.4815900562851783,0.7523809523809524,0.7984725588299613,0.007462686567164179,0.0,0.9925373134328358,50665000.0,0.3780970149253731
budget_tier,50M_150M,54,28,26,0.41552197802197804,0.6666666666666666,0.7592985979167873,0.0,0.0,1.0,270000.0,0.005
budget_tier,over_150M,15,13,2,0.8461538461538461,0.9285714285714286,0.46746757877820255,0.0,0.0,1.0,75000.0,0.005
budget_tier,under_10M,54,35,19,0.5819548872180451,0.7906976744186046,0.6299044415296547,0.018518518518518517,0.0,0.9814814814814815,265000.0,0.004907407407407408
