cut_column,cut_value,n,n_pos,n_neg,auc,f1_at_0.5,log_loss,p_greenlight,p_pass,p_refer,total_cost,cost_per_film_M
decade_bucket,1980s,24,17,7,0.33193277310924374,0.8292682926829268,1.259379651028279,0.08333333333333333,0.0,0.9166666666666666,50110000.0,2.0879166666666666
decade_bucket,1990s,55,32,23,0.44904891304347827,0.7380952380952381,0.708131584264319,0.0,0.0,1.0,275000.0,0.005
decade_bucket,2000s,65,38,27,0.456140350877193,0.723404255319149,0.7171608819431425,0.0,0.0,1.0,325000.0,0.005
decade_bucket,2010s,83,52,31,0.5409429280397022,0.7611940298507462,0.6622483980635645,0.0,0.0,1.0,415000.0,0.005
decade_bucket,2020s,16,6,10,0.575,0.5454545454545454,0.7693332663602539,0.0,0.0,1.0,80000.0,0.005
decade_bucket,pre_1980,14,13,1,0.4230769230769231,0.9629629629629629,0.42575323631680856,0.0,0.0,1.0,70000.0,0.005
